LyricsWiki-Page,Artist,Title,Spotify-ID,Spotify-explicit,Explicit,Strong language,Substance abuse,Sexual reference,References to violence,Discriminatory language
Blake Shelton:Get Some,Blake Shelton,Get Some,6lYXhIFcxbVQHzpJKskdMa,0,0,0,0,0,0,0
Go Periscope:Burning Out The Sun,Go Periscope,Burning Out The Sun,23iyEK9AnY9plrKa4oJ7us,0,0,0,0,0,0,0
Jenifer Jackson:My Impossible Love,Jenifer Jackson,My Impossible Love,7A7fPW0pCKxwyz1tV6IaPX,0,0,0,0,0,0,0
Far From Heroes:What's Done Is Dead,Far From Heroes,What's Done Is Dead,0jjoExgXWhDdczN4kCr3iI,0,0,0,0,0,0,0
Mechanical Moth:Welcome To Torment,Mechanical Moth,Welcome To Torment,4CbMNei8Q6ssV9yCujUYpU,0,0,0,0,0,0,0
Arielle Dombasle:Quien Sera (Sway),Arielle Dombasle,Quien Sera (Sway),7KN8le5DRZQWziePiQ7FUU,0,0,0,0,0,0,0
Saturday Looks Good To Me:When You Got To New York,Saturday Looks Good To Me,When You Got To New York,35Vj0CzNU81pbK6reNmmtm,0,0,0,0,0,0,0
Jurga:The Longest Day,Jurga,The Longest Day,03megcF54kyMirNdggwLb7,0,0,0,0,0,0,0
Provision:Crossline,Provision,Crossline,1kDRxkLzR5wuyaQMRYO6Gc,0,0,0,0,0,0,0
Falconshield:Someone Like Me,Falconshield,Someone Like Me,085A0P0Jim3y3gezxwfvuI,0,0,0,0,0,0,0
Bobby Bare:How About You,Bobby Bare,How About You,5IPF5WrP9PZHCDjcLpTNXG,0,0,0,0,0,0,0
Guy Clark:Rain In Durango,Guy Clark,Rain In Durango,19IC1DgIn998ytXxBGAYws,0,0,0,0,0,0,0
The Statler Brothers:I Believe In Music,The Statler Brothers,I Believe In Music,7bn3hGt7DKeoSifDwKiuFY,0,0,0,0,0,0,0
The Beths:Not Running,The Beths,Not Running,6vdlBl7nT4OAE4GSKcPtPN,0,0,0,0,0,0,0
Elusive:Fading Rose,Elusive,Fading Rose,1pggn0J4oUp2w1eTtZNDWW,0,0,0,0,0,0,0
Motörhead:Fire Fire,Motörhead,Fire Fire,6XFeo3ZKXI5gsIijXO5DiT,0,0,0,0,0,0,0
Art Brut:The Passenger,Art Brut,The Passenger,5Lu8n6B6fR2snDfxlqtSvd,0,0,0,0,0,0,0
Ron Sexsmith:In Place Of You,Ron Sexsmith,In Place Of You,1tP7wmfo5sedfek5fGQs3Q,0,0,0,0,0,0,0
Magnum:Start Talking Love,Magnum,Start Talking Love,3sfAiWucRJWWJz2QkwIQyn,0,0,0,0,0,0,0
Shiner:Play Dead,Shiner,Play Dead,3ZiPwBj6cBIBqbWPS5Wgz6,0,1,1,0,0,0,0
Good Shoes:The Way My Heart Beats,Good Shoes,The Way My Heart Beats,6sUVT0kA2OuTwlMnMkNOTB,0,0,0,0,0,0,0
Charlie Louvin:Lonesome Is Me,Charlie Louvin,Lonesome Is Me,0hwAdAgBBSeKGZzo55AZZE,0,0,0,0,0,0,0
Eskobar:Persona Gone Missing,Eskobar,Persona Gone Missing,557UwJS99qERGOPbY00Tq4,0,0,0,0,0,0,0
The Blues Project:Two Trains Running,The Blues Project,Two Trains Running,2HwO9ALsAwja5kATzgZRyD,0,0,0,0,0,0,0
Santigold:Say Aha,Santigold,Say Aha,0pqIlNC6QUzFUbzOhgxlbZ,0,0,0,0,0,0,0
The Living End:Resist,The Living End,Resist,5u9voottHKOUBcNsYx7058,0,0,0,0,0,0,0
Ivy Levan:Carol Of The Bells,Ivy Levan,Carol Of The Bells,6ooYhcAj3Epg3z9ePhWkvl,0,0,0,0,0,0,0
Kenny Loggins:No Lookin' Back,Kenny Loggins,No Lookin' Back,47bBiB1jv2TwzaHt40RqaY,0,0,0,0,0,0,0
Lauryn Hill:Just Want You Around,Lauryn Hill,Just Want You Around,6HcHQ2Zi9aKU3tHr2uycXS,0,0,0,0,0,0,0
Rival Sons:Sleepwalker,Rival Sons,Sleepwalker,4gevTYGRBAsQxO40KdtC9g,0,0,0,0,0,0,0
Black Label Society:Counterfeit God,Black Label Society,Counterfeit God,24JRnRh2G2dDutzbGpuUMt,0,0,0,0,0,0,0
Leaves' Eyes:Farewell Proud Men,Leaves' Eyes,Farewell Proud Men,3400kd0DdbtLP4Qi131k1l,0,0,0,0,0,0,0
Bella Morte:Can't Let This Die,Bella Morte,Can't Let This Die,7LBi7zuAQnLaoIUhB7D8Hp,0,0,0,0,0,0,0
Jim Ed Brown:Longest Beer Of The Night,Jim Ed Brown,Longest Beer Of The Night,15DOsrubfFAZFCvfuORNuO,0,0,0,0,0,0,0
Brainstorm:The Leading,Brainstorm,The Leading,3Kqy5C9wGM3L43EWpV1752,0,1,0,0,0,1,0
Paula Abdul:Under The Influence,Paula Abdul,Under The Influence,5kxpBDLlkWTvP8r5mMETC6,0,0,0,0,0,0,0
Tokyo Blade:Wing And A Prayer,Tokyo Blade,Wing And A Prayer,48i9C7p68FJxTVQfW4JYwg,0,0,0,0,0,0,0
Dennis DeYoung:Breathe Again,Dennis DeYoung,Breathe Again,08nYP6VjlrGP1PS1BYrRnQ,0,0,0,0,0,0,0
Beat Farmers:Lucille,Beat Farmers,Lucille,2qOAvv3qWCpvBh4DhqIEDG,0,0,0,0,0,0,0
Tori Amos:Weatherman,Tori Amos,Weatherman,1gruDjdzPSzPfFh6yjBymn,0,0,0,0,0,0,0
Elliott Smith:Angeles,Elliott Smith,Angeles,6IQTaNmbMMO1mX3p8iwEBQ,0,0,0,0,0,0,0
Annihilator:Anything For Money,Annihilator,Anything For Money,1FZZ6Jrdv7QKhq2qEFdE0I,0,0,0,0,0,0,0
Estradasphere:Crystal Blue,Estradasphere,Crystal Blue,6aPgfesgohvVCSgW2fEx37,0,0,0,0,0,0,0
Young Fathers:Queen Is Dead,Young Fathers,Queen Is Dead,2V9FsHVaOCQepp0RpCcJDK,0,0,0,0,0,0,0
Uncle Jim:Schmoopie,Uncle Jim,Schmoopie,5UJslXDPTjQzCH0jfE4Dq4,0,0,0,0,0,0,0
Big Drill Car:16 Lines,Big Drill Car,16 Lines,0sTfUsM1Ye6gqS9iR6K3pQ,0,0,0,0,0,0,0
Hazel O'Connor:Runaway,Hazel O'Connor,Runaway,1kG77nbQvKUZZ1FDKbRv4W,0,0,0,0,0,0,0
Viking:Hellbound,Viking,Hellbound,25qMHTZiIDBvFdDiZ39cwb,0,1,0,0,1,0,0
Eagles Of Death Metal:Keep Your Head Up,Eagles Of Death Metal,Keep Your Head Up,0l0MYo3IvGtmG5gDZmqFbM,0,0,0,0,0,0,0
Comedy Of Life:The Way I Do,Comedy Of Life,The Way I Do,2FFRlL1eareS53W6hUdmXA,0,0,0,0,0,0,0
Joan Baez:Jimmy Brown,Joan Baez,Jimmy Brown,44UsQfgDC6mpRj7O9BcVwJ,0,0,0,0,0,0,0
The Carter Family:Amber Tresses,The Carter Family,Amber Tresses,5RtPqVdUnoJf17FPjMPT6R,0,0,0,0,0,0,0
"Flatsound:It's Thursday, January 12th And This Is The Last Time I'll Talk About Drowning",Flatsound,"It's Thursday, January 12th And This Is The Last Time I'll Talk About Drowning",6Mq4ShavxZUE539xrl1vLb,0,0,0,0,0,0,0
Chaka Khan:You Belong To Me,Chaka Khan,You Belong To Me,6VkiB4gN5nw7Ul5yO4JiPS,0,0,0,0,0,0,0
Canning:It All,Canning,It All,6jRtXn6I06CksUQtlaLLOC,0,0,0,0,0,0,0
Inner Thought:Worldly Separation,Inner Thought,Worldly Separation,1kUfdzjoKUy9REVqlYoKhy,0,0,0,0,0,0,0
The Byrds:Gunga Din,The Byrds,Gunga Din,5TLgOk14kPLAOOocoGWCHj,0,0,0,0,0,0,0
Paria:Misanthropos,Paria,Misanthropos,22JVBuZTPBbLOIElZgSEDQ,0,0,0,0,0,0,0
Glen Campbell:Sold American,Glen Campbell,Sold American,1YxuJV2zm56v4TSCvcfem4,0,0,0,0,0,0,0
Michael Johnson:Two In Love,Michael Johnson,Two In Love,2izrKyt56ZgLeiq7tMo7lc,0,0,0,0,0,0,0
Kate Micucci:Walking In Los Angeles,Kate Micucci,Walking In Los Angeles,6cj13nm6MooCRpv42aqbCt,0,0,0,0,0,0,0
The Moody Blues:The Day We Meet Again,The Moody Blues,The Day We Meet Again,0kB7dstgtASxe6MxuD0y6C,0,0,0,0,0,0,0
Kings Of Leon:Temple,Kings Of Leon,Temple,30SjdIdTMhBSe33nFnBFkC,0,0,0,0,0,0,0
"White Zombie:Blood, Milk And Sky",White Zombie,"Blood, Milk And Sky",6N8YXBh8wvvBMjCcrUZ4mA,0,0,0,0,0,0,0
Starland Vocal Band:Afternoon Delight,Starland Vocal Band,Afternoon Delight,5Yq58BC5k14EVUJ63cmg8g,0,0,0,0,0,0,0
Aisha Badru:Just Visiting,Aisha Badru,Just Visiting,2g4dxM4ykKDgv3XoZKEyVF,0,0,0,0,0,0,0
Weekend Excursion:Liberty,Weekend Excursion,Liberty,4K1P8NlmsD8DHnIm5ae0yZ,0,1,1,0,0,0,0
Catatonia:Bulimic Beats,Catatonia,Bulimic Beats,589CNa070N8gi7LqV9o4bd,0,0,0,0,0,0,0
Silk:I Can Go Deep,Silk,I Can Go Deep,2vbdgJbJk4hCUuI2psEtp7,0,0,0,0,0,0,0
Midlake:Branches,Midlake,Branches,5Fk3zkUOdLdWYHQ9SuQTlt,0,0,0,0,0,0,0
Ron Sexsmith:Least That I Can Do,Ron Sexsmith,Least That I Can Do,6XYRR7Hg8TfqN9X9I1KqZ1,0,0,0,0,0,0,0
Avec:Oh Boy,Avec,Oh Boy,0tLEqQn7HIScInSMA2EfjV,0,0,0,0,0,0,0
Cassandra Wilson:Red Guitar,Cassandra Wilson,Red Guitar,7zs3K6j3Zus5odksbeiP0F,0,0,0,0,0,0,0
Second Chance:Straight Up,Second Chance,Straight Up,3r5Z0dP4bLGCIOf3tVwG2J,0,0,0,0,0,0,0
Thanksgiving:Some Lightning,Thanksgiving,Some Lightning,6wMP3aMaMWeZLw4GUWRF4r,0,0,0,0,0,0,0
Stevie Nicks:Twisted,Stevie Nicks,Twisted,32UMjgz1NaSTkMeS9KzZae,0,0,0,0,0,0,0
David Cassidy:(Oh No) No Way,David Cassidy,(Oh No) No Way,3ncnzrcEYGwpiEsX1GnvRg,0,0,0,0,0,0,0
Mae Glover:Shake It Daddy,Mae Glover,Shake It Daddy,2oixGzMOkDtmOoz73gEadu,0,0,0,0,0,0,0
Mott:Monte Carlo,Mott,Monte Carlo,3xXGJSTdQsQzMe0qTxPVg1,0,0,0,0,0,0,0
Hayden:Long Way Down,Hayden,Long Way Down,3uGHWyb2kSddFhOckZHDb0,0,0,0,0,0,0,0
King Charles:Mr. Flick,King Charles,Mr. Flick,35oi1rWlULSm8W9pwv7LNr,0,0,0,0,0,0,0
Klank:Leave,Klank,Leave,4jrfc2POWHFwwq07HSIWRa,0,0,0,0,0,0,0
Mint Condition:Girl Of My Life,Mint Condition,Girl Of My Life,6GjWpkFPzd6WjM3rOsTsVQ,0,0,0,0,0,0,0
Lost Dogs:Make Believe,Lost Dogs,Make Believe,6pivPcnwJC5ZdbCcylgmOY,0,0,0,0,0,0,0
Scab:Trips,Scab,Trips,1OTwElZTeQ5EXhewIC31xP,0,0,0,0,0,0,0
Buzzcocks:Get On Our Own,Buzzcocks,Get On Our Own,5otNUNZpYSRL0abSE4cQxV,0,0,0,0,0,0,0
Sebadoh:Fantastic Disaster,Sebadoh,Fantastic Disaster,2aCmaxCZqF9Si7wITehds5,0,0,0,0,0,0,0
Johnny Paycheck:Love Is A Good Thing,Johnny Paycheck,Love Is A Good Thing,2KlGFuBHLacaADAxEYlyxl,0,0,0,0,0,0,0
Trail Of Tears:Crashing Down,Trail Of Tears,Crashing Down,5jA034XV7yPOxQDMf5Fixp,0,0,0,0,0,0,0
Man:The Future Hides Its Face,Man,The Future Hides Its Face,5dH52uNSzA9SIlZLx2edGH,0,0,0,0,0,0,0
A Camp:Golden Teeth And Silver Medals,A Camp,Golden Teeth And Silver Medals,6aGE7aFzkh5AkGldSmxxbn,0,0,0,0,0,0,0
In The Face Of War:Lost Heart,In The Face Of War,Lost Heart,0MGJeKvQ76Ob8RD4P208y7,0,0,0,0,0,0,0
Tonya Mitchell:I Cry Real Tears,Tonya Mitchell,I Cry Real Tears,4RShpYtZnxzdM43jnnW2dd,0,0,0,0,0,0,0
Frank Zappa:It Just Might Be A One-Shot Deal,Frank Zappa,It Just Might Be A One-Shot Deal,71jXhfy0OIGACtq2GaIzOa,0,0,0,0,0,0,0
Chuck Prophet:Castro Halloween,Chuck Prophet,Castro Halloween,6kz2Lg5HHTCKBGSsw4SoDM,0,0,0,0,0,0,0
Eagle-Eye Cherry:Feel This Way,Eagle-Eye Cherry,Feel This Way,2lt4W4OkixjSmNG6dCDnhm,0,0,0,0,0,0,0
Patty Larkin:Not Bad For A Broad,Patty Larkin,Not Bad For A Broad,1MaRTKWH2zvMPH07LzyKFP,0,0,0,0,0,0,0
M.O.D.:Devolution,M.O.D.,Devolution,5EMwjq04qgW3hwHg37JytO,0,0,0,0,0,0,0
Montgomery Gentry:Rebels On The Run,Montgomery Gentry,Rebels On The Run,5yoAxfU2RTG76XinB9DVBs,0,0,0,0,0,0,0
Bebo Norman:Now That You're Gone,Bebo Norman,Now That You're Gone,49TaYotZilngyvC25GH3kK,0,0,0,0,0,0,0
De/Vision:Twisted Story,De/Vision,Twisted Story,68AHVbXnMl9YxOte9bLRba,0,0,0,0,0,0,0
Syd Barrett:Wolfpack,Syd Barrett,Wolfpack,7B50WYlEG0iiThMSpe2El2,0,0,0,0,0,0,0
Tokio Hotel:Sacred,Tokio Hotel,Sacred,04fcdYZQ0K0paEmSUD9Nfz,0,0,0,0,0,0,0
Big Bill Broonzy:You Better Cut That Out,Big Bill Broonzy,You Better Cut That Out,2apbN8JniJFSb06MJB35Ep,0,0,0,0,0,0,0
No-Man:Pretty Genius,No-Man,Pretty Genius,0DwDY9VSTBn7TLEgSAhlCF,0,0,0,0,0,0,0
Suzanne Vega:Blood Sings,Suzanne Vega,Blood Sings,4uX1qpt3g2r5lBA9EyNDdu,0,0,0,0,0,0,0
Resurrection Band:Dead To The World,Resurrection Band,Dead To The World,63bXSqSQiHI13QHm2x9J0K,0,0,0,0,0,0,0
Robert Palmer:Mama Talk To Your Daughter,Robert Palmer,Mama Talk To Your Daughter,4NFRSIKo2i4kXs15KT0hzv,0,0,0,0,0,0,0
Star Queen:Firewalker,Star Queen,Firewalker,61P2Bob2QGqYDyAzNugIQy,0,0,0,0,0,0,0
Наив:Punky Night,Наив,Punky Night,12g3kAtBCI25RIINU8xIBM,0,0,0,0,0,0,0
Soulwax:I Go To Sleep,Soulwax,I Go To Sleep,5M4vJZD2u0pwhE38VS0psT,0,0,0,0,0,0,0
Lloyd Cole:Morning Is Broken,Lloyd Cole,Morning Is Broken,6Pb9sJIN2AthFgPtRbp4w5,0,0,0,0,0,0,0
Tampa Red:Mean Mistreater Blues,Tampa Red,Mean Mistreater Blues,1ABjXgAJvjRBBTlwoKLYQC,0,0,0,0,0,0,0
The Cats:A Letter,The Cats,A Letter,0w4YxGLPCrwuSK2o9jxr46,0,0,0,0,0,0,0
Spherical Objects:Comedians,Spherical Objects,Comedians,0i5IebZCVzzneH8TFhP46j,0,0,0,0,0,0,0
Crash Test Dummies:Give Yourself A Hand,Crash Test Dummies,Give Yourself A Hand,0CZalImKcunjubb1QNxoFV,0,0,0,0,0,0,0
Little Big:The Sign,Little Big,The Sign,3yvJVUKoRegW0NkgK5Ukv6,0,0,0,0,0,0,0
Nazareth:Claim To Fame,Nazareth,Claim To Fame,2sHWtcNMbNJAqH5bgNfrH4,0,0,0,0,0,0,0
Malice In Wonderland:Red Rose Suicide,Malice In Wonderland,Red Rose Suicide,4UaJNdMvRsE0THdwZq8pmd,0,0,0,0,0,0,0
Silvertide:Ain't Comin' Home,Silvertide,Ain't Comin' Home,6XEYAFdYnILLOhrDSc0WFc,0,0,0,0,0,0,0
Dolour:Cleopatra Eyes,Dolour,Cleopatra Eyes,3Tyu3aUILCktuATsvTRFDG,0,0,0,0,0,0,0
Glenn Kaiser And Friends:Come Before The Lord,Glenn Kaiser And Friends,Come Before The Lord,40TYdkfMhSMwMdvCaYRujw,0,0,0,0,0,0,0
Tub Ring:Feed The Rapture,Tub Ring,Feed The Rapture,1lpI5wwXOHH14QHKVfxf0S,0,0,0,0,0,0,0
Psychotic Waltz:And The Devil Cried,Psychotic Waltz,And The Devil Cried,6Hpiyoyoi4ayoawKVStDXQ,0,0,0,0,0,0,0
Alexi Murdoch:The Ragged Sea,Alexi Murdoch,The Ragged Sea,7bcAhJxEVfXwxOpBQuk0nJ,0,0,0,0,0,0,0
The Dwarfs Chorus:Heigh-Ho,The Dwarfs Chorus,Heigh-Ho,7sYaJXMEvq3q91jJNm8I7I,0,0,0,0,0,0,0
Spinnerette:Cupid,Spinnerette,Cupid,0V7mK9K9srUiQxXEXxzg1a,0,0,0,0,0,0,0
Gory Blister:Graveyard Of Angels,Gory Blister,Graveyard Of Angels,5QP87U74O3bCHKP1VEcJ3Q,0,0,0,0,0,0,0
Sky Walker:Stalemate,Sky Walker,Stalemate,2IzHlAzesZvSFyUBhd6LEr,0,1,0,1,0,0,0
Destiny's Child:Rudolph The Red-Nosed Reindeer,Destiny's Child,Rudolph The Red-Nosed Reindeer,14hhz9El6bgJFosm0czr3N,0,0,0,0,0,0,0
Sweet:Set Me Free,Sweet,Set Me Free,0fN6YpegvsPVmr54nMR1nV,0,0,0,0,0,0,0
Gloria Deluxe:Brief Love Is True Love,Gloria Deluxe,Brief Love Is True Love,4S3bUGpgNytqw5FDmHNBXA,0,0,0,0,0,0,0
The Pogues:Blue Heaven,The Pogues,Blue Heaven,0OiG0M71bSAkfJuUDaGSnQ,0,0,0,0,0,0,0
British Sea Power:Waving Flags,British Sea Power,Waving Flags,73s1PmlZAHMAY4jZwBQgyi,0,0,0,0,0,0,0
Jessica Lea Mayfield:Our Hearts Are Wrong,Jessica Lea Mayfield,Our Hearts Are Wrong,6Wf0dbrqvBkEUSe12cRsps,0,0,0,0,0,0,0
Mae:Cover Me,Mae,Cover Me,4ZRNU2MWTqCACLdSPqWRNK,0,0,0,0,0,0,0
Scout Niblett:Big Bad Man,Scout Niblett,Big Bad Man,5iReyw03cO1hrAtEX1tB31,0,0,0,0,0,0,0
Status Quo:Paper Plane,Status Quo,Paper Plane,4jTvfXiHh5W3qQq4QAGbGR,0,0,0,0,0,0,0
A House:I Am Afraid,A House,I Am Afraid,45mRHlV3wkFG0Bc93FKuJV,0,0,0,0,0,0,0
6cyclemind:Paba,6cyclemind,Paba,7l0fA4iO9FSz3VMp3aHsoT,0,0,0,0,0,0,0
Bad Company:Call On Me,Bad Company,Call On Me,2tUydk5Nqat2ZTjarC7eM3,0,0,0,0,0,0,0
Average White Band:Stop The Rain,Average White Band,Stop The Rain,5L76uU6baNaVIojocQARjz,0,0,0,0,0,0,0
Jeff Healey:Hoochie Coochie Man,Jeff Healey,Hoochie Coochie Man,0LTKq1N95sslHOPEnSjckX,0,0,0,0,0,0,0
The Interrupters:Gave You Everything,The Interrupters,Gave You Everything,4C0ZP5m9z0pfefQHUhach5,0,0,0,0,0,0,0
Paddy Gibney:Make Love In Love,Paddy Gibney,Make Love In Love,2D3HOxpUtNW6G9tLe5wIy2,0,0,0,0,0,0,0
Arlo Guthrie:Last To Leave,Arlo Guthrie,Last To Leave,6IE8PVIugUcUJoKc7cnRqS,0,0,0,0,0,0,0
King:These Things,King,These Things,2E5JgZZOmTs3dvG29GxpT3,0,0,0,0,0,0,0
Young And In The Way:And We Have Killed Him,Young And In The Way,And We Have Killed Him,6GhCH33pxQXTs7n5GosxZB,0,0,0,0,0,0,0
Missing Persons:Color In Your Life,Missing Persons,Color In Your Life,4aTaAAWATO3MN5KZkqu3WG,0,0,0,0,0,0,0
Snuff:Bingo,Snuff,Bingo,67b6p8hkTZkUWaU5vu0PlO,0,0,0,0,0,0,0
Staring Back:Interstate,Staring Back,Interstate,2zw9p8hWC48LBYXcAHMrMc,0,0,0,0,0,0,0
Lost Dogs:Rocky Mountain Mines,Lost Dogs,Rocky Mountain Mines,5kWCl5koyo5r8GMoYYuKaK,0,0,0,0,0,0,0
The Clientele:Retiro Park,The Clientele,Retiro Park,53dnOsqTYeotkRj54vlk0U,0,0,0,0,0,0,0
Roosevelt Sykes:We Can Sell That Thing,Roosevelt Sykes,We Can Sell That Thing,3DfPbZA8naTNY9kuMjsv07,0,0,0,0,0,0,0
38 Special:Can't Keep A Good Man Down,38 Special,Can't Keep A Good Man Down,1tg5ajORleT6lCyGMLxh0U,0,0,0,0,0,0,0
Shaggy:Hope (Dukes Mix),Shaggy,Hope (Dukes Mix),1xcvHafLnxX8YoEb865vmr,0,0,0,0,0,0,0
The Waifs:Fourth Floor,The Waifs,Fourth Floor,50Pwb1PlHC1ricG1fUAMBi,0,0,0,0,0,0,0
Straightaway:Sick Of This World,Straightaway,Sick Of This World,1DM1w8Bopk442dYp0HDh0c,0,0,0,0,0,0,0
Asaf Avidan & The Mojos:Poor Boy / Lucky Man,Asaf Avidan & The Mojos,Poor Boy / Lucky Man,0PZxGU3lw4l1dZgn6OUH4R,0,0,0,0,0,0,0
Helloween:Goin' Home,Helloween,Goin' Home,62EXGGX8FlOT8ZvD9oOCSB,0,0,0,0,0,0,0
Wynonna Judd:Heaven Help My Heart,Wynonna Judd,Heaven Help My Heart,7fnEWJIKW5g6j901CXuKdl,0,0,0,0,0,0,0
Mike Doughty:Move On (Bloom Like The Sunlight In My Song),Mike Doughty,Move On (Bloom Like The Sunlight In My Song),0onOr44nGDOPMECWgd1aua,0,0,0,0,0,0,0
River Whyless:Falling Son,River Whyless,Falling Son,4RgvJ3xCztohZTEaa5tyrQ,0,0,0,0,0,0,0
Natalie Cole:I Can't Say No,Natalie Cole,I Can't Say No,5ebwVz0FJ371K8WKQpt4jJ,0,0,0,0,0,0,0
We Are The Fallen:Don't Leave Me Behind,We Are The Fallen,Don't Leave Me Behind,5TKujU8HC9oAjR0iPmQgl2,0,0,0,0,0,0,0
Index Case:Listen,Index Case,Listen,7j3aVbFodSjEKPpAaaLwuq,0,0,0,0,0,0,0
Bethel Music:To Our God,Bethel Music,To Our God,3tPiQk1kYBWQ2nbuenTLNa,0,1,0,0,0,1,0
Corey Hart:Bittersweet,Corey Hart,Bittersweet,4wKfq3G9za4ZGhIGflxHWC,0,0,0,0,0,0,0
Cagnet:True To Your Heart,Cagnet,True To Your Heart,0t26RIjcXaYL2onIZWEwFS,0,0,0,0,0,0,0
Deniece Williams:Season,Deniece Williams,Season,0K1VEkQkFp6QhyjBTRgO15,0,0,0,0,0,0,0
Alkaline Trio:Buried,Alkaline Trio,Buried,4vnCdwMpA4cb6wb0P4B0ly,0,0,0,0,0,0,0
Mennen:Circle Of Life,Mennen,Circle Of Life,4aQ2LlSVOryMfXLLMaMDlq,0,0,0,0,0,0,0
Trever Keith:Shine Box,Trever Keith,Shine Box,0gp34DoU2CcAOOG1iYXFM2,0,0,0,0,0,0,0
Diana Ross:Save The Children,Diana Ross,Save The Children,5ccfL7IQHiXfqHv97QG39s,0,0,0,0,0,0,0
Black Lab:Close To You,Black Lab,Close To You,7ABqODfkN9NoStjT2G151V,0,0,0,0,0,0,0
Refused:Cheap...,Refused,Cheap...,4U1zgEMUUN3mHTLReclXsp,0,0,0,0,0,0,0
South Park:O Tannenbaum,South Park,O Tannenbaum,1szfbxG9Tk9pg7hgM9Zvj2,0,0,0,0,0,0,0
Jim Guthrie:Difference A Day Makes,Jim Guthrie,Difference A Day Makes,5BU3OfyUPegToea1ikh88d,0,0,0,0,0,0,0
Glen Campbell:Where Do You Go,Glen Campbell,Where Do You Go,09wdBtm7DZHDGTOaQy1uy5,0,0,0,0,0,0,0
The Who:Cut My Hair,The Who,Cut My Hair,3kDXIgTJ3wq8tuxX9bEyaX,0,0,0,0,0,0,0
Cab Calloway:I've Got You Under My Skin,Cab Calloway,I've Got You Under My Skin,7DwMJN2cIcrgWVTeJrXjuY,0,0,0,0,0,0,0
Sugababes:New Year,Sugababes,New Year,12C9uF4elJLT42G7b6I1yx,0,0,0,0,0,0,0
Caesars:Waking Up,Caesars,Waking Up,4Z8alfj3skbOpgqX1tU8GE,0,0,0,0,0,0,0
Buddy Holly:Fool's Paradise,Buddy Holly,Fool's Paradise,3lExhzOLlkaNSF5smOQ6fr,0,0,0,0,0,0,0
Charley Pride:I'll Be Leaving Alone,Charley Pride,I'll Be Leaving Alone,30eJeKPFbNOMCQXRVnpxA0,0,0,0,0,0,0,0
Aviad Cohen:J-E-S-U-S,Aviad Cohen,J-E-S-U-S,6R835jQjdHGf20Q6iOFIB9,0,0,0,0,0,0,0
Callenish Circle:This Day You Regret,Callenish Circle,This Day You Regret,15Dz0jjISesJI54iODAyWp,0,0,0,0,0,0,0
Monty Python:Here Comes Another One,Monty Python,Here Comes Another One,5KIOvd8OsVLLIf5ENI5eo6,0,0,0,0,0,0,0
Memphis Slim & Willie Dixon:One More Time,Memphis Slim & Willie Dixon,One More Time,04tf5pE9nKBu34RmlRHlpB,0,0,0,0,0,0,0
Oh No Not Stereo:12 Years Later,Oh No Not Stereo,12 Years Later,730BIZaKbOx56tGfwrsAlJ,0,0,0,0,0,0,0
The Doobie Brothers:There's A Light,The Doobie Brothers,There's A Light,0eFD4GIJGWdrzPo9Z6dgzV,0,0,0,0,0,0,0
Iris:Closer To Real,Iris,Closer To Real,1x8IQ1CJ4GzjibvKNQifyo,0,0,0,0,0,0,0
Jimmy Nail:Laura,Jimmy Nail,Laura,0Q2rNGJCRZOYHxgn7nS9uW,0,0,0,0,0,0,0
Fozzy:Freewheel Burning,Fozzy,Freewheel Burning,5Bua18dy7t7GQu5Xee76R0,0,0,0,0,0,0,0
Brenda Lee:Cry,Brenda Lee,Cry,7Ie0bkxRdv6MAPORo7Ffbu,0,0,0,0,0,0,0
Old Man Luedecke:A&W Song,Old Man Luedecke,A&W Song,7oxidiBpXQTU5EpmgUqW8s,0,0,0,0,0,0,0
Justin Townes Earle:A Desolate Angels Blues,Justin Townes Earle,A Desolate Angels Blues,3FvdMbt0MDkJMixbt8diCc,0,0,0,0,0,0,0
Coal Chamber:Untrue,Coal Chamber,Untrue,2bYjasfU5M3Dapbw1tDSu8,0,0,0,0,0,0,0
A Human And His Stds:Rainy City,A Human And His Stds,Rainy City,7D8wS0UwHaXkEVvvRKBRIF,0,0,0,0,0,0,0
Nerina Pallot:Will You Still Love Me,Nerina Pallot,Will You Still Love Me,6GT7ZB8Fxx2l2f07xtPsmO,0,0,0,0,0,0,0
Herman Düne:Had I Not Known,Herman Düne,Had I Not Known,4Xj3X1rBa02F4adRuS8Lrj,0,0,0,0,0,0,0
Catch 22:Alma Ata (1928),Catch 22,Alma Ata (1928),6ICXP8SE2IOJJBiHR4HWSb,0,0,0,0,0,0,0
Jens Lekman:I Want A Pair Of Cowboy Boots,Jens Lekman,I Want A Pair Of Cowboy Boots,7L19Id0qTZAFxulfAOZcZg,0,0,0,0,0,0,0
Matt And Kim:Hoodie On,Matt And Kim,Hoodie On,7mI1gBIYVOz3GgazvN1Vqx,0,0,0,0,0,0,0
Chris LeDoux:Cowcamp Blues,Chris LeDoux,Cowcamp Blues,4JjfuGwRJ4h9iRx35SWvzE,0,0,0,0,0,0,0
Dogwood:Do Or Die,Dogwood,Do Or Die,5g5YY0U8k864dOSwFIeGRH,0,0,0,0,0,0,0
DJ Food:Break,DJ Food,Break,7g7oxQCgojIFwzHSL48uXI,0,0,0,0,0,0,0
